date,broker,type,stock,industry,rating,target_price,note
2026-08-06,凱基投顧,內資,世界先進(5347),半導體-晶圓代工(成熟製程),買進(升評),2字頭(200以上),8/5白天旺得富版本為增持 目標價157→187元(+19%) 兩則是否同一份報告待確認；併入世界先進摘要檔；來源ctee 20260806700216 + wantrich 20260805900132
2026-08-06,金控旗下投顧(未具名),內資,世界先進(5347),半導體-晶圓代工(成熟製程),買進(升評),2字頭(200以上),前值未揭露；提供最完整財務預測=今年資本支出維持600~700億元(2025年640億元) AI相關中介層/PMIC/離散元件維持供不應求 估2027年12吋貢獻營收達12% AI相關營收比重由今年10%~15%提升至30% 毛利率由今年32.8%攀升至35%；新加坡12吋廠維持2027Q1量產良率99%優於預期 原定2029年月產能4.4萬片規畫將提前；研究機構估今年EPS約6元 2027年接近8元 2028年賺逾一個股本；併入世界先進摘要檔；來源ctee 20260806700216
2026-08-06,野村+摩根大通,外資,世界先進(5347),半導體-晶圓代工(成熟製程),未明示(正向),2字頭(200以上),前值未揭露；原文僅稱股價預期均為2字頭 未列個別數字；工商時報標題稱法人喊到220元 但內文未逐一列出 220元對應券商待確認(原文以圖表呈現)；併入世界先進摘要檔；來源ctee 20260806700216
2026-08-06,國泰證期研究+中信投顧,內資,世界先進(5347),半導體-晶圓代工(成熟製程),未明示(正向),2字頭(200以上),前值未揭露；與野村摩根大通同列2字頭；併入世界先進摘要檔；來源ctee 20260806700216
2026-08-06,元大投顧,內資,世界先進(5347),半導體-晶圓代工(成熟製程),買進,200,前值未揭露；8/4報告8/5白天見報 前一場次漏收本場次補收錄；併入世界先進摘要檔；來源wantrich 20260805900132
2026-08-06,高盛證券,外資,大立光(3008),光學元件-高階手機鏡頭/CPO・FAU,維持正向(未明示評等字眼),6263,前值未揭露 原文用語為賦予6263元高檔股價預期 非逐字寫目標價；Q2淡季過後隨主要智慧機品牌客戶新機放量與大陸品牌旗艦機上市 營收將恢復逐季成長；記憶體成本居高不下環境下高階品牌擴大市占 大立光專注高階鏡頭策略有助表現優於同業並帶動毛利率進一步擴張；CPO短期營收貢獻仍相當有限但屬長期成長新市場 帶來重新評價Re-rating機會；對照7/12伯恩斯坦5150元與7/13本土投顧5643元 本次兩家外資均更高；已做個股摘要(高盛美銀合併)；來源ctee 20260806700070
2026-08-06,美銀證券,外資,大立光(3008),光學元件-高階手機鏡頭/CPO・FAU,調升至買進,5600,前值未揭露(僅寫調升 前一評等未載) 原文用語為推測合理股價5600元；CPO/FAU零組件(光纖陣列/微透鏡/稜鏡)技術門檻極高 真正切入者不多；大立光歷經兩個季度送樣與測試後已進入客戶認證階段 進展明顯快於其他競爭者；資通訊供應鏈封閉程度高 與客戶合作深入程度是關鍵；併入大立光摘要檔；來源ctee 20260806700070
2026-08-06,摩根大通(分析師楊維倫),外資,大立光(3008),光學元件-高階手機鏡頭/CPO・FAU,未揭露(擇優布局),本則未列目標價,蘋果供應鏈維持擇優布局 看好受惠穩健iPhone需求 並將產品布局延伸至CPO FAU 成長動能更多元；基本面=7月營收48.77億元月增31%(年減11%) 前七月累計340.86億元年增7% 公司維持法說看法預期8月出貨動能會比7月好；併入大立光摘要檔；來源ctee 20260806700070 + 20260806700067
2026-08-06,富邦投顧,內資,景碩(3189),PCB-IC載板(ABF),買進(維持),1000,前值620(+61%) 報告日8/4；明年有望吃下輝達Vera CPU逾5成占比 營收貢獻逾2成 千元目標價漸成共識；估Q3毛利率提升至27.3%(Q2為26.1%) 營收季增12.4%至140億元 EPS由上季2.57元成長至2.89元；今起2年EPS各估10.22元/22.37元；已做個股摘要(富邦永豐合併)；來源wantrich 20260806900001
2026-08-06,永豐投顧,內資,景碩(3189),PCB-IC載板(ABF),未明示(族群買進想法不變),1020,前值未揭露 報告日8/5 本場次最高；景碩通過額外196億元資本支出(原本80億元)；ABF月產能目標由目前4000萬片翻倍 明起3年月產能依序為5000萬/6500萬/8000萬片；對照8/4已收錄高盛買進1125元(前值1120元) 三家落差僅約12%為追蹤名單中分歧最小者之一；同篇標題含南電8046但內文未給南電個別評等與目標價待確認；併入景碩摘要檔；來源wantrich 20260806900001
2026-08-06,永豐投顧,內資,欣興(3037),PCB-IC載板(ABF/先進封裝),未明示(族群買進想法不變),1575,前值未揭露 報告日8/5 評等歸屬待確認；先進封裝往GPU/ASIC甚至一般Server CPU滲透 ABF長線需求趨勢無虞；估2028年高階ABF供需缺口將達數倍；ABF下半年報價可望逐季調漲5~10%；Intel指出供給瓶頸來自基板/晶圓及記憶體 並以預付款備料 為供給緊俏最直接證據；未附EPS與本益比假設無法檢驗評價；已做個股摘要；來源wantrich 20260806900001
2026-08-06,老字號本土法人(未具名),內資,南亞(1303),塑化-電子材料(銅箔/CCL/玻纖布),買進(維持),228,前值95.5(調幅逾1.3倍) 報告日8/5；電子材料產品組合持續優化 銅箔基板M9有望下半年銷售 M10持續開發；與日東紡合作Low-Dk2玻纖布下半年起穩定放量 對應目前最缺的T-glass低介電玻纖布環節；業外受惠南亞科獲利貢獻增加；預估Q3/Q4 EPS各3.74元/3.83元 今明2年EPS各達12.75元/15.72元；銅箔占電子材料營收約1成 銅箔基板占20%~30%；股價由低點135.5元至8/5收盤177元(+31%)；對照7/22已收錄340元與7/27之260元 本次反而較低 市場合理價區間高度分歧；已做個股摘要(本土法人群益合併)；來源wantrich 20260806900003
2026-08-06,群益證券,內資,南亞(1303),塑化-電子材料(銅箔/CCL/玻纖布),看多,228,前值未揭露；預估2026年度營收約3260.91億元 EPS約12.75元；目標價與EPS與同日老字號本土法人完全一致 研判很可能為同一份報告 兩則來源均未互相指名 是否同一家待確認 若為同一家則南亞本場次實為1則而非2則；併入南亞摘要檔；來源cmnews 券商評等報告彙整
2026-08-06,元大投顧,內資,奇鋐(3017),散熱-水冷/機殼(AI伺服器),看多,3855,前值未揭露；預估2026年度營收約2189.62億元 EPS約100.86元 隱含本益比約38倍；已做個股摘要；來源cmnews 券商評等報告彙整
2026-08-06,投顧研究機構(未具名),內資,奇鋐(3017),散熱-水冷/機殼(AI伺服器),買進,本則未列目標價,工商時報權證專欄轉述 與元大是否同一家待確認；產品組合持續改善 2027年陸續有新客戶加入；生產效率提升與良率改善帶動毛利率可望提升；2027年Rubin Ultra將有一家新的美系業者開始採購VR200 奇鋐為該廠商水冷與機殼供應商之一 且為Switch Tray水冷主要供應商之一；Q2營收低於預期(金額未揭露)；Rubin水冷零組件8~9月開始量產出貨 Rubin Ultra 2027Q3量產；估2027年VR200出貨6~7萬櫃 Rubin Ultra可能占1.5萬櫃；風險=VR200出貨時程遞延至下半年營收貢獻延後 出貨量仍需觀察製造效率；併入奇鋐摘要檔；來源ctee 20260806700286
2026-08-06,金控旗下投顧研究機構(未具名),內資,晶技(3042),石英元件-被動元件(光模組時脈),買進,本則未列目標價(沿用8/1 245元),權證專欄轉述 與8/1已收錄本土大型投顧245元是否同一家待確認；AI業務正面挹注 2027年AI應用占比上看22%(2024/2025年為8%/10% 今年估15%)；成長動能來自光收發模組往800G/1.6T更高頻邁進 每顆DSP旁搭配石英元件頻段更高；相對MEMS時脈方案 石英元件在低相位雜訊及低抖動具優勢；Q2營收36.99億元季增11% 毛利率與EPS皆優於預期；AI應用季增19% 占比由前季13%升至14%(高於去年全年10%) 手機業務占比由26%降至24%；已做個股摘要；來源ctee 20260806700286
2026-08-06,15家投顧+外資券商(均未具名),內外資,亞德客-KY(1590),機械-氣動元件(自動化/半導體設備),均給予買進,1750~2000(區間),前值未揭露；15家評等方向一致罕見 分歧僅在幅度；看好市占率擴大與新產品上市；2027年在中國政策刺激下營運仍在成長軌道 線軌市場將回溫；半導體類氣動元件Q4新規格上市 2027年下半年將有明顯營收貢獻；氣動元件產業景氣循環延長與中國在地化採購趨勢 市占率有望續增；Q2 EPS 16.55元符合預期 全年營收成長率有望達20%以上 預計年底稼動率可達五成；對照7/29已收錄FactSet 20位分析師共識1900元 落在本次區間內顯示預期未進一步上修；原文副標掛國泰綜合證券屬權證專欄發行商掛名 是否即出具評等機構待確認；已做個股摘要；來源ctee 20260806700292
2026-08-06,群益證券,內資,穩懋(3105),化合物半導體-砷化鎵晶圓代工(光通訊/手機PA),看多,456,前值未揭露；預估2026年度營收約217.84億元 EPS約7.36元 隱含本益比約62倍偏高；風險=手機PA仍在下行循環(參照8/5全新遭元大永豐雙下修手機PA假設) FCC限制陸光模組仍在研議階段轉單題材有落空風險 上游磷化銦InP受中國出口管制；本則未揭露論點細節與評等變動方向；已做個股摘要；來源cmnews 券商評等報告彙整
2026-08-06,群益證券,內資,環宇-KY(4991),化合物半導體-磊晶(光通訊/砷化鎵),看多,564,前值未揭露；預估2026年度營收約31.48億元 EPS約6.64元 隱含本益比約85倍為本場次最高；營收規模僅約31億元屬中小型股 單一客戶或專案變動影響大；產業背景=輝達宣告CPO量產與FCC擬限制陸光模組 8/4與8/5光通訊族群多檔漲停；本則未揭露論點細節與評等變動方向；已做個股摘要；來源cmnews 券商評等報告彙整
2026-08-06,群益證券,內資,台玻(1802),玻璃/玻纖(電子級玻纖布上游),看多,63,首次收錄 前值未揭露；預估2026年度營收約498.85億元 EPS約1.96元 隱含本益比約32倍；EPS基期低顯示傳統平板玻璃本業仍拖累 AI相關貢獻占比未揭露；產業關聯=AI伺服器帶動高階CCL需求 Low-Dk/T-glass低介電玻纖布持續短缺(永豐投顧8/5談ABF時亦指T-glass持續短缺) 南亞與日東紡Low-Dk2下半年放量；無歷史目標價可對照亦無其他券商交叉驗證；已做個股摘要；來源cmnews 券商評等報告彙整
2026-08-06,5家券商(未具名 屬性待確認),待確認,達發(6526),IC設計,皆看多,630~750(區間),首次收錄 前值未揭露；預估2026年度營收約236.47億~257.32億元(五家差距8.8%) EPS落在18.96~24.44元(差距29%)；營收共識高但獲利分歧大 研判來自毛利率或費用率假設不同；區間中值690元對應EPS中值約21.7元 隱含本益比約32倍；5家券商名稱與各自目標價均未揭露 無法判斷是否含外資；已做個股摘要；來源cmnews 券商評等報告彙整
2026-08-06,中國信託綜合證券,內資,仁大資訊(7767),資訊服務,看多,60,首次收錄 前值未揭露；預估2026年度營收約31.89億元 EPS約3.99元 隱含本益比約15倍為本場次最低 與AI供應鏈個股(30~85倍)形成明顯對比；本則未揭露任何論點或成長假設僅有數字；營收規模約32億元屬小型股；已做個股摘要；來源cmnews 券商評等報告彙整
2026-08-06,2家券商(未具名 1買進1中立),待確認,富邦媒(8454),電子商務/零售,買進與中立(分歧),275~285(區間),首次收錄 前值未揭露；為本場次15檔中唯一評等分歧者；目標價區間寬度僅3.6%顯示兩家對合理價位看法接近 分歧在是否值得買進而非值多少錢；預估2026年度營收約1120.61億~1124.91億元(差距僅0.4%)；EPS原文截斷待確認 缺乏最關鍵獲利數字；已做個股摘要；來源cmnews 券商評等報告彙整
2026-08-06,凱基投顧+統一投顧+中信投顧,內資,環球晶(6488),半導體-矽晶圓,增加持股/買進/增加持股,1500/1350/1080,補收錄8/5白天旺得富 8/5盤後場次誤記為「公司法說無券商評等」；三家落差420元(約39%)評價分歧明顯 各家舊目標價與分析師姓名均未揭露；公司面=董事長徐秀蘭指12吋8吋6吋產線幾乎全面滿載 義大利Novara廠火災可能影響Q3營收將透過全球產能調度降低衝擊 預期自2027年起營收與獲利出現更具意義成長；H1 EPS 11.87元；產業佐證=第一金投顧指2027~2028年全球預估20座晶圓廠產能開出 矽晶圓供給缺口將浮現 現貨價已止跌回升 合約價下半年開始彈升；對照7/23已收錄未具名法人1600元 三家內資均較保守；已做個股摘要；來源wantrich 20260805900195
2026-08-06,法人(未具名),內資,華碩(2357),PC品牌/AI伺服器,無評等,無目標價(僅EPS預估),無評等目標價不建個股摘要；法人日前將華碩今年全年EPS預估上修至54~56元(舊值未揭露)；受惠輝達迭代Vera Rubin新平台AI伺服器出貨加上新品挹注 下半年展望樂觀 因營收與本業獲利結構改善而上修；6月合併營收1067.23億元月增54.46%年增55.63%創單月歷史新高；Q2合併營收2577.32億元季增23.7%年增37.1%；H1合併營收4661.06億元年增38.85%；來源ctee 20260806700283
2026-08-06,美系外資(未具名),外資,上銀(2049),機械-傳動元件(滾珠螺桿/線性滑軌),無評等(青睞),無目標價,無評等目標價不建個股摘要；獲美系外資青睞 8/5開盤1小時54分即亮燈漲停365元 一舉跨越前高364元 成交逾7700張 外資與自營商聯手買進1035張；訂單主要來自半導體/大型基礎建設/自動化及AI伺服機櫃 晶圓機器人與半導體移載平台EMEM需求持續增加 整體訂單熱度可望延續至年底；滾珠螺桿訂單能見度5.5個月 線性滑軌3~4個月；最近一次有目標價者為7/29本土投顧買進431元；來源ctee 20260806700257
2026-08-06,法人(未具名),內資,德微(3675),功率半導體,無評等,無目標價,首次收錄 無評等目標價不建個股摘要；受惠AI應用/車用電子與工控需求強勁加上客戶低庫存回補；高附加價值產品出貨比重提升 稼動率全面上揚；法人看好下半年營收獲利逐季挑戰新高；7月合併營收2.91億元年增29.78%創單月歷史新高 前7月17.76億元年增19.02%；訂單能見度已來到2027年；來源ctee 20260806700283
2026-08-06,法人(未具名),內資,麗臺(2465),AI系統產品/NVIDIA代理,無評等,無目標價,首次收錄 無評等目標價不建個股摘要；Q2 AI應用相關產品需求暢旺 代理NVIDIA DGX Spark與RTX PRO 6000系列銷售亮眼 法人樂估獲利同步上揚；6月營收突破9億元站上歷年同期新高 上半年累計營收40.75億元年增158.2%為近五年同期新高；外資連四個交易日站買方 8/5單日買超逾千張 盤中攻上85.8元；來源ctee 20260806700240
2026-08-06,公司法說(無新券商評等),－,研華(2395),工業電腦/邊緣AI,無新評等,無新目標價(沿用628元),8/5法說後仍無新券商報告見報 不另建摘要；7月接單金額5.74億美元再創單月新高 B/B值達1.64比Q2更高 預期Q3營收成長幅度不會太小；美國中國歐洲三大市場均看雙位數成長(歐洲季增個位數)；AI占比2025年15% 今年目前已來到22.5%；現有券商觀點=歐系外資買進628元(7/20)與7/22大型投顧450元；來源ctee 20260806700224
2026-08-06,公司/財訊(無券商評等),－,聯電(2303),半導體-晶圓代工,無(公司展望),無,無券商評等不建個股摘要 內容併入既有聯電紀錄；董事會批准1486億元資本支出 預計未來2至3年擴建新加坡廠區並於台南興建新廠；卡位矽光子代工憑12吋製造能力與同業現行8吋主流做出差異化 並將12吋矽光子與先進封裝整合為核心優勢 另投入鈮酸鋰薄膜TFLN光子調變器材料；與英特爾12奈米合作 首要任務是先順利交付12奈米專案證明商業模式可行性；含矽光子與AI電源管理IC等相關營收今年上看3億美元 三年內突破10億美元；Q2營收687.3億元季增12.6%年增17% 毛利率32.5% 稅後純益422.6億元季增161%年增374% EPS 3.39元 H1 EPS 4.68元；Q3預估出貨季增7%~9% 產能利用率近90% 毛利率上看36%；風險=新廠折舊壓制短期毛利 PIC產能競爭者格羅方德與高塔積極擴產；來源ctee 20260806700019
2026-08-06,董事會決議(無券商評等),－,南亞科(2408),半導體-DRAM/記憶體,無(公司決議),無,無券商評等不建個股摘要；2026至2029年資本支出預算以不超過3466億元為上限 導入1B/1C/1D/1E等10奈米級先進製程與EUV曝光設備；5A新廠新產能規劃月投片3萬5900片 2027下半年開始投片 2028年月投片3萬片 2029年提升至3萬5900片 最大規劃產能約每月4萬5000片 整體投資約160億美元；2026年度資本支出由520億元提高至697億元(+34%)；對子公司南亞科技國際增資21億美元；處分補丁科技普通股71.5萬股每股不低於545元 預估認列處分利益約3.6億元 交易後仍持股33.96%；7月合併營收438.68億元月增49.27%年增719.61%續創新高；供應鏈指三大原廠產能轉供HBM及DDR5後 南亞科已成DDR4市場最具議價能力供應商；來源ctee 20260806700062
2026-08-06,法人(未具名 無評等),－,光通訊8檔(聯亞3081/全新2455/訊芯-KY6451/前鼎4908/華星光4979/聯鈞3450/波若威3163/上詮3363),光通訊-光收發器/CPO,無(法人點名),無,無評等目標價不建個股摘要；美FCC擬基於國安理由限制美國AI資料中心使用中國大陸製光收發模組 8/5前鼎/訊芯-KY/全新/華星光/聯鈞/聯亞/波若威同步漲停 上詮大漲近7%；法人明言FCC政策仍處研議階段 短期全面禁止機率並不高 較可能採限制高階產品/提高非中系採購比重/強化產地與客戶流向管理；風險=陸廠已加速將產能移往泰國等東南亞並提升光晶片自主化稀釋轉單效益 大陸掌握全球約7成銦供應並已納入出口管制 雙方均握談判籌碼；來源ctee 20260806700065
2026-08-06,康和證券(投資總監廖繼弘)+富邦投顧(董事長陳奕光)+統一投顧(董事長黎方國)+兆豐期貨(經理郭偉政),內資,大盤策略,策略-大盤,無(大盤觀點),壓力45000~48000前波大量套牢區 統一投顧估40000~44500反覆打底,無個股評等目標價不建個股摘要；廖繼弘=強勢反彈格局確立 靜待四關鍵浮現即為中期轉強上攻訊號(突破下降趨勢線/月季線重新黃金交叉/前波急殺人氣股止穩反彈/月均量重返1.1~1.2兆元)；陳奕光=三個翻多訊號(台積電漲停後1~2個月均漲幅5%/景氣對策訊號首度亮紅燈後九個月翻多以去年12月推算落在9月/美台均11月選舉選前40日均漲幅5~8%亦指向9月)；黎方國=相對保守 須經多次打底測試不排除再壓低測試支撐 另表示預期第四季台股將創高60千金指日可待；郭偉政=台指期連三日逆價差擴大至97.6點 上次連日逆價差為5/14~5/18之後跌破月線 須至期現貨轉連日正價差才重展反彈 現已反彈至0.618黃金切割率位置；數據=8/5收44611.60點漲1250.94點(+2.88%)盤中漲1619點 成交1.2兆元 外資買超903.08億元史上第三大 三大法人合計買超1004.06億元 外資回補台積電12251張約293.63億元 台指期淨空單87199口 上市融資餘額5234.92億元；來源ctee 20260806700044 + 20260806700059
2026-08-06,第一金投顧(董事長黃詣庭)+台新投顧(總經理黃文清),內資,大盤策略,策略-大盤,無(大盤觀點),以均線描述未給點位(8/5跳空站上20日均線並突破60日均線),無個股評等目標價不建個股摘要；黃詣庭=技術面延續反彈暫解60日均線反轉危機 20日均線漸由下彎轉走平 日KD交叉向上 日MACD柱狀體由黑翻紅；留意9月Fed升息預期機率已逾50%(主因主席華許上任後未給傳統前瞻指引市場預期缺乏定錨) Jackson Hole年會8/27~8/29；選股以第二季財報搭配修正後本益比為依據；建議族群=成熟製程(伺服器電源升級帶動PMIC需求排擠成熟製程產能進入漲價循環)/光通訊PIC晶片與矽電容/矽晶圓(2027~2028年全球估20座晶圓廠開出供給缺口將浮現 現貨價已止跌回升合約價下半年開始彈升)；黃文清=台股經去槓桿減融資 多數千金股基本面仍很好AI題材仍強 預期股價有機會續漲；千金股四個交易日收復九檔回升至46千金(6/25歷史高峰56檔 7/30降至37檔)；來源ctee 20260806700228 + 20260806700059
2026-08-06,－(近24小時無新觀點),－,萬潤(6187),半導體-封裝自動化設備(自選股),無新評等,無新目標價,自選股本場次追蹤紀錄 非新觀點 不另建摘要；經多次搜尋確認8/5盤後至8/6開盤前無任何新券商報告或評等調整見報 鉅亨網/旺得富中時/經濟日報/MoneyDJ/FTNN均查無新內容；旁證=美FCC擬限制陸製光收發模組 光通訊族群8/5全面噴出 對萬潤CPO設備題材屬正向產業訊號 惟本場次無券商據此出具新報告；最近一次券商觀點仍為7/27=一家美系外資初評買進目標價1500元 另一家美系外資維持買進但目標價由1650元下修至1550元；註第三方投資網誌引述富邦證券看多800元2026年EPS 20.62元 該文發布日為2026-04-28屬舊資料不列入正式紀錄；來源ctee 20260806700065 + wantrich 20260727900217
2026-08-06,美系外資(未具名),外資,新唐(4919),半導體-MCU/微控制器,減碼(維持),95,前值95(未變動) 本場次唯一負向評等；Q2營收79億元季減1%年增2% 較外資預估低5% 公司稱營收季減主因供應鏈問題而非終端需求轉弱；Q2毛利30億元毛利率38%季減1.3pp年增3.1pp 仍較外資預估高1.8pp 毛利率較Q1下滑因Q1有存貨回沖利益墊高基期；Q2營益率-4.2%季減2.8pp年減2.4pp 單季稅後淨損2.49億元由盈轉虧且低於預期 主因員工獎酬增加與為迎接2027年強勁AI需求擴大研發投入；AI與運算業務營收占比由Q1的35%降至31%(記憶體漲價壓抑PC需求) 通訊業務占比由15%升至20%(主要客戶推出高階新機)；風險=記憶體續漲持續壓抑PC需求 研發費用短期難降 目標價未隨Q2轉虧下修顯示95元已隱含保守假設；同日義隆亦因記憶體/CPU缺料被示警H2轉弱 記憶體漲價已成PC鏈共通逆風；已做個股摘要；來源ctee 20260806701001
2026-08-06,美系外資(未具名),外資,義隆(2458),IC設計-觸控/PC周邊(新事業:無人機/光通訊),加碼(維持),250,前值250(未變動)；Q2營收32億元季減1%年增6% 毛利率47.4%季減0.3pp(模組產品零組件成本增加)；Q2 EPS 3.07元季增25%年增148% 分別高於外資預估22%與市場共識36% 惟外資明指獲利優於預期主要並非來自本業而是金融資產公允價值調整帶動業外收益 屬非經常性項目H2難複製；已啟動漲價=依不同產品線調漲5%~15% 因部分產品以模組出貨零組件成本占比高 成本上揚對毛利率壓力較大；H2展望轉弱=記憶體及CPU缺料致H2 PC需求弱於H1 加上晶圓代工漲價 毛利率可能較Q2小幅下滑；撐場動能=無人機/光通訊逐步貢獻 高階觸覺回饋觸控板單機搭載價值提升 可部分抵銷PC疲弱；風險=新事業營收占比獲利貢獻與時程均未揭露無法量化 漲價轉嫁不完全；已做個股摘要；來源ctee 20260806700916
2026-08-06,美系外資(未具名),外資,智邦(2345),網通-交換器(AI資料中心/Scale-across),加碼(維持),3800,前值未揭露 首次收錄；本則屬同業佐證式報告 論述主體為客戶Arista Networks財報 外資據此外推智邦受惠 非針對智邦本身出具的基本面更新；Arista Q2營收30.36億美元季增12%年增38% 較原財測中間值28億美元高8% non-GAAP毛利率63.4%營益率49.9% 單季non-GAAP EPS 1.03美元；Q3財測營收33億美元季增9%年增43% 營收與EPS分別較市場共識高12%與17%；再上調2026全年營收財測由115億美元至126億美元 年增幅由28%擴大至40% 其中AI Fabric至少35億美元 企業級Fabric上看12.5億美元 營益率由46%上調至48%~49%；今年至少新增一名營收占比逾10%大型客戶；1.6T產品2026下半年試產爬坡2027年量產 目前客戶數個位數但均為大型客戶；Scale-across市場規模估由30~40億美元擴大至2030年150億美元 計入光通訊可達200億美元 今年可取得約12億美元；風險=智邦本身營收毛利率EPS預估與訂單能見度完全未揭露受惠幅度無法量化 前值未揭露無法判斷升降 對照5/6報導曾提3222元但是否同一家無法確認；已做個股摘要；來源ctee 20260806700747
2026-08-06,美系外資A(未具名),外資,信驊(5274),半導體-IC設計(BMC),買進(維持),20455,前值未揭露；成長動能三支柱=AI資料中心及AI相關通用伺服器BMC需求增強/美國大型AI客戶加速部署AI ASIC/新一代AST2700滲透率持續提升；AST2700為關鍵放量指標 管理階層預估出貨量由2026年120~150萬顆大幅增加至2027年1000萬顆(約7~8倍)；Q2毛利率72%明顯優於公司原估67%~68% 主因順利將載板及封測成本上升轉嫁客戶；Q3營收有機會優於公司原估的41~43億元 毛利率可望維持穩定；供應瓶頸緩解=E-glass材料驗證已完成 後段封測產能支援可望增加 為看好未來兩年BMC出貨量及營收仍有上修空間主因；風險=低於7/30已收錄高盛22000元 1000萬顆預估來自公司管理階層非外資獨立估算 72%毛利率已屬歷史高檔仰賴漲價轉嫁；已做個股摘要(2家外資合併)；來源ctee 20260806700695
2026-08-06,美系外資B(未具名),外資,信驊(5274),半導體-IC設計(BMC),買進(維持),20888,前值未揭露 與7/23已收錄某美系外資優於大盤20888元數字完全相同 是否為同一家重申待確認；Q2 EPS 40.87元季增9%年增146% 較該外資預估高10%；單季營收季增23%年增72% 較市場共識高3% 主要受惠AI GPU及CPU伺服器需求持續暢旺；Q2毛利率升至72%季增2.8pp 分別較該外資預估及市場共識高3.5pp與3.4pp 主要反映4月漲價效益；7月營收15.24億元月增16%年增98% 預期隨載板供應支援增加8月及9月營收有望進一步高於7月；兩家目標價20455與20888元落差僅2.1%共識度高 惟均低於7/30高盛22000元；併入信驊摘要檔；來源ctee 20260806700695
2026-08-06,Factset彙整,外資,緯創(3231),AI伺服器-ODM,共識(未列評等),243,前值210(8/4 +15.7%) 評等日8/5 補收錄(8/5盤後與8/6早盤場次均未納入)；本則為外資共識彙整 僅有目標價 無評等與論點 不足以撰寫個股摘要 不另建摘要檔；佐證=大摩8/5已喊275元(維持加碼 由210元上調) 共識價亦隨Q2獲利首破百億元同步走高；對照7/23已收錄法人240元；來源cnyes 外資評等統計總表
2026-08-06,Factset彙整,外資,嘉澤(3533),電子零組件-連接器,共識(未列評等),3000,前值未揭露 評等日8/5 補收錄；本則為外資共識彙整 僅有目標價 無評等與論點 不另建摘要檔；對照7/19已收錄大和資本買進3533元 共識價較該單一外資保守約15%；現價1955元(8/5)；來源cnyes 外資評等統計總表
2026-08-06,Factset彙整,外資,新日興(3376),手機鉸鏈Hinge-機構件,共識(未列評等),276,首次收錄目標價 前值未揭露 評等日8/5 補收錄；本則為外資共識彙整 僅有目標價 無評等與論點 不另建摘要檔；8/1已收錄法人點名其為美系客戶(Q3將發表首款折疊機)Hinge供應商之一但未給評等與目標價 本次為首見具體數字；現價185元(8/5)；來源cnyes 外資評等統計總表
2026-08-06,－(近24小時無新觀點),－,萬潤(6187),半導體-封裝自動化設備(自選股),無新評等,無新目標價,自選股本場次追蹤紀錄 非新觀點 不另建摘要；經多次搜尋確認8/5盤後至8/6 19:00無任何新券商報告或評等調整見報 工商時報/旺得富/鉅亨網/MoneyDJ/經濟日報均查無新內容；最近一次券商觀點仍為7/27=一家美系外資初評買進目標價1500元 另一家美系外資維持買進但目標價由1650元下修至1550元；註本場次搜尋另見第三方投資網誌引述高盛目標價上看1800元 惟該文提及2026年1~3月營收且未載明報告日期 研判為舊資料 與7/9已收錄之高盛1550元(前值1650元)不符 故標記待確認不列入正式紀錄
2026-08-06,－(未變動不重複計列),－,旺宏(2337)與環球晶(6488),半導體-記憶體/矽晶圓,無變動,183 / 1442.5,本場次查核紀錄 非新觀點 不另建摘要；兩檔同見於8/5 Factset外資評等彙整 惟183元與7/29已收錄數字完全相同 1442.5元與7/30已收錄數字完全相同 判定為共識未變動 不重複計列為新增觀點；來源cnyes 外資評等統計總表
2026-08-07,瑞銀證券,外資,力積電(6770),半導體-晶圓代工/DRAM,買進(升評),100,前值未揭露 本則明載為升評；晶圓代工占營收46% 至2027~2028年明顯受惠DRAM供應緊俏；瑞銀估DDR價格Q3/Q4分別季增23%與13% 2026Q4至2027Q4再漲約21%；公司7月已調漲DRAM價格45% 效益自11月營收反映；2027年導入自研1x(19奈米)量產 2028年與美光合作導入1p(16奈米) 1p可使每片晶圓售價達目前記憶體單位售價2.5倍；外資模型估今年轉虧為盈EPS 7.26元 2027/2028年9.7元與11.32元；8/6收66.6元潛在空間逾5成 100元隱含2026年本益比約13.8倍屬AI鏈偏低水位；已做個股摘要(3家外資合併)；來源ctee 20260807700084
2026-08-07,摩根大通,外資,力積電(6770),半導體-晶圓代工/DRAM,未明示(正向),100,前值未揭露 與瑞銀並駕齊驅同列百元；併入力積電摘要檔；與8/6鉅亨FactSet外資共識調升至100元(幅度約8.11%)數字一致 交叉驗證通過；來源ctee 20260807700084 + cnyes 6550441
2026-08-07,摩根士丹利,外資,力積電(6770),半導體-晶圓代工/DRAM,未明示(正向),111,前值未揭露 為市場最高 外資看力積電股價破百共識確立；併入力積電摘要檔；風險=轉盈高度依賴DRAM漲價假設 7月漲價45%效益要到11月營收才反映 中間有驗證空窗期；長鑫存儲7/27掛牌市值衝上人民幣3.3兆元 陸系DRAM擴產對2028年後供需的排擠效應未反映；來源ctee 20260807700084
